rank|name|revenue|industry|employees|founded|growth|city|state
726|Callibrity Solutions|3.4|IT Services|26.0|2007.0|631|Blue Ash|OH
727|Fresh Roasted Coffee|4.8|Food & Beverage|16.0|2009.0|631|Selinsgrove|PA
728|A.M. Sun Solar|5.5|Energy|34.0|2012.0|628|Atascadero|CA
729|OptiMed Specialty Pharmacy|70.7|Health|35.0|1993.0|628|Kalamazoo|MI
730|InfiniSource Consulting Solutions|4.8|Government Services|75.0|2008.0|627|Leesburg|VA
731|Harmony Healthcare|53.2|Health|506.0|2010.0|626|Tampa|FL
732|Lending Manager|2.1|IT Services|4.0|2012.0|626|Newark|DE
733|Done Right Merchandising|5.9|Retail|200.0|2006.0|624|Mooresville|NC
734|Brew Dr. Kombucha|13.9|Food & Beverage|68.0|2008.0|624|Portland|OR
735|Favor TechConsulting|26.7|IT Services|188.0|2007.0|623|Vienna|VA
736|Ambassador Software|5.1|Software||2010.0|622|Royal Oak|MI
737|Lead Genesis|16.2|Energy|24.0|2012.0|621|Las Vegas|NV
738|Modern Message|2.7|Software|18.0|2011.0|621|Dallas|TX
739|iDrive Logistics|66.7|Logistics & Transportation|21.0|2007.0|621|Lehi|UT
740|Delmarva Veteran Builders|11.8|Construction|14.0|2013.0|620|Salisbury|MD
741|Engage PEO|19.3|Human Resources|112.0|2011.0|619|Hollywood|FL
742|Kargo|130.1|Advertising & Marketing|234.0|2003.0|619|New York City|NY
743|McKnight Consulting Group|2.1|IT Services|10.0|2009.0|619|Plano|TX
744|Little Passports|15.7|Consumer Products & Services|31.0|2009.0|618|San Francisco|CA
745|Intermountain Nutrition|13.1|Manufacturing|59.0|2013.0|615|Provo|UT
746|What If Holdings|20.9|Advertising & Marketing|10.0|2012.0|615|Fort Lee|NJ
747|Approyo|3.6|IT Services|107.0|2012.0|611|Muskego|WI
748|Changeis|7.2|Government Services|52.0|2008.0|610|Arlington|VA
749|Proove Biosciences|28.0|Health|249.0|2009.0|609|Irvine|CA
750|Fortress Marine Construction|4.7|Construction|45.0|2003.0|608|Winter Garden|FL
751|ARC Group USA|8.7|Construction|12.0|2012.0|608|Garland|TX
752|SunCommon NY|20.4|Energy|40.0|2002.0|606|Ontario|NY
753|BraceAbility.com|3.7|Health|15.0|2012.0|606|Cedar Falls|IA
754|RedCloud Consulting|8.7|Business Products & Services|74.0|1995.0|605|Bellevue|WA
755|Exusia|18.0|IT Services|262.0|2012.0|604|New York City|NY
756|4BBCorp|2.2|IT Services|17.0|2003.0|602|Miramar|FL
757|Allegheny Science & Technology|49.3|Government Services|240.0|2009.0|601|Bridgeport|WV
758|TELERADIOLOGY SPECIALISTS|13.4|Health|34.0|2004.0|600|Phoenix|AZ
759|Tiesta Tea Company|5.1|Food & Beverage|2010.0|2010.0|599|Chicago|IL
760|SiteLock|35.0|Security|141.0|2008.0|599|Scottsdale|AZ
761|Mac Warehouse|10.0|Computer Hardware|38.0|2011.0|599|Sandy|UT
762|Fusion|2.7|Government Services|12.0|2006.0|598|Woodbridge|NJ
763|SweatWorks|2.2|Software|55.0|2012.0|598|Arlington|VA
764|Greensmith Energy Management Systems|32.1|Energy|38.0|2008.0|598|Herndon|VA
765|Crisp Video Group|2.6|Advertising & Marketing|20.0|2012.0|597|Atlanta|GA
766|Redhorse|57.1|Engineering|300.0|2007.0|596|San Diego|CA
767|1 Source Business Solutions|102.1|Human Resources|23.0|2010.0|595|Midvale|UT
768|Professional Realty Services International|9.6|Real Estate|430.0|2005.0|595|Spokane|WA
769|Chicken and Rice Guys|4.9|Food & Beverage|100.0|2011.0|594|Everett|MA
770|STACK Construction Technologies|2.0|Software|31.0|2010.0|593|Mason|OH
771|defi SOLUTIONS|11.4|Software|59.0|2012.0|593|Grapevine|TX
772|Pharmapacks|121.1|Retail|255.0|2010.0|592|Islandia|NY
773|Creative Systems and Consulting|20.1|Government Services|59.0|2010.0|591|McLean|VA
774|Silotech Group|8.5|IT Services|70.0|2008.0|591|San Antonio|TX
775|MDMartin|15.4|Human Resources|12.0|2011.0|590|Carrollton|TX
776|eValuation Zone|3.2|Real Estate|12.0|2010.0|589|Chicago|IL
777|Greenlight Staffing Group|3.1|Human Resources|14.0|2010.0|589|Hollywood|FL
778|Windward Way Recovery|20.5|Health|120.0|2009.0|589|Costa Mesa|CA
779|MAG Aerospace|153.0|Government Services|902.0|2009.0|589|Woodbridge|VA
780|Stratton & Bratt|9.7|Construction|120.0|2013.0|588|Pleasant Grove|UT
781|Easy Media|3.1|Advertising & Marketing|52.0|2010.0|587|Beaverton|OR
782|The FDA Group|9.3|Health|4.0|2007.0|587|Westborough|MA
783|Cirrus Systems|3.8|Manufacturing|18.0|2012.0|586|Emeryville|ME
784|Ankit|8.6|Retail|35.0|2007.0|585|Boca Raton|FL
785|DLP Realty|23.9|Real Estate|140.0|2006.0|583|Bethlehem|PA
786|White Shark Media|10.0|Advertising & Marketing|200.0|2011.0|578|Miami|FL
787|Rational Interaction|42.3|Advertising & Marketing|208.0|2009.0|577|Seattle|WA
788|TierPoint|349.6|IT Services|900.0|2010.0|576|St. Louis|MO
789|CloudMyBiz|2.1|IT Services|12.0|2012.0|576|Sherman Oaks|CA
790|Neumann Companies|22.5|Real Estate|10.0|2009.0|575|Pewaukee|WI
791|Clearas Water Recovery|3.3|Environmental Services|40.0|2008.0|574|Missoula|MT
792|Neighborhood Loans|20.2|Financial Services||2005.0|573|Lombard|IL
793|KPG Healthcare|14.0|Health|362.0|2011.0|572|El Segundo|CA
794|DFW Storm Solutions|5.0|Consumer Products & Services|42.0|2011.0|571|Dallas|TX
795|AbacusNext|45.5|IT Services|289.0|1983.0|571|San Diego|CA
796|Intrepid Pursuits|15.3|Software|111.0|2010.0|568|Cambridge|MA
797|ChartWise Medical Systems|5.7|Software|29.0|2009.0|565|Wakefield|RI
798|bitbean|3.1|Software|36.0|2011.0|565|Lakewood|NJ
799|WorldVentures|880.4|Travel & Hospitality|732.0|2005.0|565|Plano|TX
800|The Chosen Group|8.8|Financial Services|113.0|2008.0|564|Moorpark|CA
801|Valor Hospitality Partners|171.8|Travel & Hospitality|48.0|2012.0|563|Atlanta|GA
802|IT Partners (Bethel Park, PA)|13.3|IT Services|35.0|1998.0|562|Bethel Park|PA
803|APPS SOLUTIONS|14.1|IT Services|106.0|2010.0|562|TROY|MI
804|Collective Medical Technologies|5.8|Health|34.0|2005.0|561|Holladay|UT
805|Fusion Medical Staffing|124.4|Health||2009.0|561|Omaha|NE
806|SANTE Realty Investments|7.9|Real Estate|28.0|2009.0|560|Tempe|AZ
807|Assessment Systems|2.2|Education|17.0|1979.0|559|Minneapolis|MN
808|WordStream|32.6|Advertising & Marketing|174.0|2007.0|558|Boston|MA
809|Schweiger Dermatology Group|41.8|Health|335.0|2010.0|558|New York City|NY
810|Priority Funding Solutions|2.6|Financial Services|12.0|2012.0|557|Woburn|MA
811|Surge|40.2|IT Services|260.0|2007.0|557|Bellevue|WA
812|Trapp Technology|13.4|IT Services|92.0|2007.0|557|Phoenix|AZ
813|AdTheorent|70.5|Advertising & Marketing|140.0|2011.0|557|New York City|NY
814|ABC Phones of North Carolina|1131.8|Telecommunications|5559.0|1996.0|556|Greenville|NC
815|Summus Group|3.7|Business Products & Services|32.0|2012.0|554|Charlotte|NC
816|Connect Assistance|4.5|Insurance|50.0|2012.0|553|San Juan|PR
817|CMT Services|7.8|Government Services|110.0|2002.0|553|Hyattsville|MD
818|Noble People|10.1|Advertising & Marketing|33.0|2011.0|552|New York City|NY
819|SIA SOLUTIONS|2.1|Environmental Services|19.0|2012.0|552|Houston|TX
820|The Hoth|4.3|Advertising & Marketing|16.0|2010.0|551|St. Petersburg|FL
821|SmithSEO|2.2|Advertising & Marketing|25.0|2008.0|551|Avon|OH
822|SoBe Promos|3.7|Advertising & Marketing|14.0|2010.0|551|Miami|FL
823|Moxie Solar|4.0|Energy|28.0|2008.0|550|North Liberty|IA
824|Delsur Trading|4.4|Food & Beverage|5.0|2010.0|549|Rancho Dominguez|CA
825|Productive AV|3.0|Government Services|14.0|2010.0|549|Richmond|VA
826|Signal Digital|44.4|Software|160.0|2010.0|548|Chicago|IL
827|Tasacom Technologies|7.6|IT Services|45.0|2007.0|548|Dallas|TX
828|Next Motorcycle Florida|9.7|Retail|37.0|2010.0|548|Largo|FL
829|Artemis Consulting|4.0|IT Services|22.0|1999.0|546|McLean|VA
830|Aureus Techsystems|4.0|IT Services|50.0|2008.0|545|Centennial|CO
831|Beer Home Team|3.6|Real Estate|17.0|2005.0|545|San Diego|CA
832|Origaudio|12.5|Consumer Products & Services|40.0|2009.0|544|Huntington Beach|CA
833|Guy Bauer|3.1|Advertising & Marketing|25.0|2010.0|543|Chicago|IL
834|MobileCause|7.3|Software|69.0|2008.0|542|Calabasas|CA
835|NinthDecimal|49.4|Advertising & Marketing|117.0|2003.0|542|San Francisco|CA
836|Sound Rink|5.5|Consumer Products & Services|8.0|2012.0|542|Portland|ME
837|Diesel Laptops|7.7|Business Products & Services|28.0|2010.0|542|Lexington|SC
838|Creative Business Solutions|23.4|Government Services|200.0|2007.0|540|Washington|DC
839|Ashby Law|3.2|Consumer Products & Services||2012.0|538|Kennewick|WA
840|Tachyon Technologies|9.9|IT Services|120.0|2011.0|538|Irving|TX
841|Evoke Neuroscience|4.5|Health|21.0|2009.0|537|New York City|NY
842|Big Binary|2.2|IT Services|30.0|2011.0|537|Miramar|FL
843|The SMB Help Desk|5.4|IT Services|43.0|2013.0|535|Chicago|IL
844|Horizon Solar Power|88.6|Energy|550.0|2010.0|535|Temecula|CA
845|EVERYTHING BUT THE HOUSE (EBTH)|60.4|Consumer Products & Services|884.0|2008.0|533|Cincinnati|OH
846|Float Pod Technologies|2.3|Manufacturing|10.0|2013.0|533|Tempe|AZ
847|Malwarebytes|98.3|Security|504.0|2008.0|532|Santa Clara|CA
848|Xtenfer Consulting|4.9|Business Products & Services|15.0|2002.0|532|McLean|VA
849|Silencerco|67.7|Consumer Products & Services|350.0|2008.0|530|West Valley City|UT
850|Life in Mobile|3.9|Advertising & Marketing|18.0|2012.0|529|Stamford|CT
851|Blueprint Summer Programs|2.0|Education|13.0|2007.0|529|Asheville|NC
852|USA Staffing Services|8.7|Business Products & Services|105.0|2010.0|528|Tampa|FL
853|Smart Data Systems|6.4|IT Services|67.0|2006.0|527|Miamisburg|OH
854|Apothecary By Design|206.0|Health|145.0|2008.0|527|Portland|ME
855|The Darwin Agency|6.3|Advertising & Marketing|10.0|2008.0|525|Fort Lauderdale|FL
856|GuideSpark|24.8|Software|200.0|2008.0|525|Redwood City|CA
857|Shipware|8.9|Logistics & Transportation|17.0|2010.0|525|San Diego|CA
858|GRAYBOX|5.2|Advertising & Marketing||2009.0|524|Portland|OR
859|Century Support Services|24.7|Financial Services|204.0|2012.0|523|North Huntingdon|PA
860|Project Repat|6.0|Retail|3.0|2012.0|523|Boston|MA
861|Onestaff Medical|28.8|Health|63.0|2010.0|523|Omaha|NE
862|Ideal Concepts|7.3|Insurance|33.0|2005.0|522|Allentown|PA
863|PhishMe|33.8|Security|305.0|2008.0|522|Leesburg|VA
864|Passage Technology|2.2|Software|29.0|2008.0|519|Lake Forest|IL
865|RNN Group, Inc.|6.2|Financial Services|36.0|2013.0|519|Atlanta|GA
866|Cradle Systems|6.6|IT Services|26.0|2012.0|518|Washington D.C.|DC
867|Jeunesse Global|1335.9|Consumer Products & Services|850.0|2009.0|518|Lake Mary|FL
868|Coria|2.1|IT Services|26.0|2011.0|517|Portland|ME
869|Deal Partners|4.5|Consumer Products & Services|9.0|2012.0|517|Doral|FL
870|Prism Real Estate Services|8.3|Real Estate|230.0|2012.0|515|Kansas City|KS
871|Stability Staffing and Consulting|3.5|Human Resources|120.0|2010.0|515|San Antonio|TX
872|TruStar Talent Solutions|2.0|Human Resources|22.0|2008.0|514|West Chester|OH
873|Skytel Systems|3.3|Telecommunications|18.0|2012.0|514|Morrisville|NC
874|Advanced Rx Management|60.0|Health|60.0|2009.0|513|San Ramon|CA
875|The RADCO Companies|154.9|Real Estate|550.0|1994.0|512|Atlanta|GA
876|Proforma Irvine Group|3.5|Business Products & Services|4.0|2007.0|512|Smyrna|GA
877|Maxton & Company|6.4|Business Products & Services|8.0|2011.0|511|San Francisco|CA
878|Gulf Beach Weddings|2.1|Travel & Hospitality|18.0|2011.0|508|St. Pete Beach|FL
879|MixRank|2.2|Software|15.0|2011.0|508|San Francisco|CA
880|Musicbed|18.2|Media|36.0|2011.0|505|Fort Worth|TX
881|Smoking Vapor|5.1|Consumer Products & Services|25.0|2009.0|505|Phoenix|AZ
882|ISG Partners|2.0|Human Resources|16.0|2010.0|505|Atlanta|GA
883|Validation Associates|8.1|IT Services|102.0|2012.0|504|Herndon|VA
884|Hinrichs+Pesavento|4.1|Financial Services|20.0|2011.0|504|Overland Park|KS
885|Foodmate US|39.8|Manufacturing|51.0|2010.0|504|Ball Ground|GA
886|Siege Media|2.0|Advertising & Marketing|17.0|2012.0|502|San Diego|CA
887|The Spur Group|15.9|Business Products & Services|87.0|2013.0|502|Redmond|WA
888|Hype Media Group|2.2|Advertising & Marketing|22.0|2010.0|501|Long Beach|CA
889|Brand Ventures|9.8|Advertising & Marketing|15.0|2011.0|501|Westlake Village|CA
890|Business Management Associates|9.7|Government Services|100.0|2005.0|499|Alexandria|VA
891|Hilgers Graben|2.4|Business Products & Services|14.0|2011.0|498|Lincoln|NE
892|Pro Back Office|3.6|Financial Services|38.0|2012.0|498|San Diego|CA
893|Alley|4.2|Business Products & Services|25.0|2012.0|496|New York City|NY
894|Agentology|3.1|Real Estate|38.0|2012.0|496|San Diego|CA
895|Lone Cone|5.9|Retail|6.0|2008.0|495|Boise|ID
896|Chicken Salad Chick|12.3|Food & Beverage|254.0|2008.0|495|Auburn|AL
897|Aduro|21.9|Health|109.0|2007.0|494|Redmond|WA
898|IST Research|7.8|Software||2008.0|493|Fredericksburg|VA
899|American Bath Group|397.0|Manufacturing|3400.0|1993.0|493|Savannah|TN
900|Redstone Residential|4.1|Real Estate|200.0|2009.0|492|Provo|UT
901|Tara Wilson Agency|2.3|Advertising & Marketing|4.0|2006.0|492|Fort Worth|TX
902|OTR Capital|15.4|Financial Services|103.0|2011.0|492|Roswell|GA
903|freshbenies|7.4|Health|13.0|2009.0|490|McKinney|TX
904|Real Estate Expert Advisors|2.4|Real Estate|13.0|2011.0|489|Suwanee|GA
905|Fifteen Five|5.4|Business Products & Services|203.0|2010.0|489|Leander|TX
906|The Language Group|2.1|Business Products & Services|11.0|1999.0|488|Virginia Beach|VA
907|Media Group of America|16.9|Media|83.0|2012.0|487|Alexandria|VA
908|Jarvis Lighting|3.7|Manufacturing|25.0|2011.0|487|Elk Grove Village|IL
909|Beef Jerky Outlet|3.0|Food & Beverage|33.0|2010.0|486|Dandrige|TN
910|CE Health Careers|2.1|Health|10.0|2001.0|486|Edmond|OK
911|Ben's Soft Pretzels|11.5|Food & Beverage|7.0|2008.0|484|Goshen|IN
912|TekCommands|2.9|IT Services|31.0|2009.0|484|Troy|MI
913|Neo Prism Solutions|8.7|IT Services|110.0|2011.0|484|Schaumburg|IL
914|Utopian Luxury Vacation Homes|7.8|Travel & Hospitality|27.0|2011.0|483|Park City|UT
915|9Round|11.0|Health|22.0|2008.0|481|Simpsonville|SC
916|Kepler Group|18.0|Advertising & Marketing|112.0|2012.0|481|New York City|NY
917|Full Circle Research|2.0|Business Products & Services|6.0|2013.0|481|Potomac|MD
918|Cynet Systems|50.2|IT Services|668.0|2010.0|480|Ashburn|VA
919|The Exterior Company|11.9|Construction|35.0|2012.0|479|Lancaster|PA
920|Homeland Manufacturing Services|2.0|Manufacturing|15.0|2011.0|479|State College|PA
921|Nolan Transportation Group|278.6|Logistics & Transportation|600.0|2005.0|477|Atlanta|GA
922|Veratics|3.4|IT Services|37.0|2013.0|476|Indian Harbour Beach|FL
923|Terra Exports|23.9|Food & Beverage|14.0|2012.0|476|Las Vegas|NV
924|KRAUS MARKETING|2.0|Advertising & Marketing|17.0|2009.0|475|Morristown|NJ
925|Fyzical/Florida Fitness And Rehabilitation (N. Fort Meyers, FL)|4.0|Health|104.0|2003.0|475|North Fort Myers|FL
926|Orangetheory Fitness|40.7|Health|283.0|2010.0|474|Boca Raton|FL
927|Lake Homes Realty|7.7|Real Estate|65.0|2009.0|473|Pelham|AL
928|TruEnergy|7.8|Energy|150.0|2009.0|473|Dallas|TX
929|Axle Logistics|32.4|Logistics & Transportation|29.0|2012.0|472|Knoxville|TN
930|Midway Dental Supply|24.3|Health|91.0|2010.0|472|Livonia|MI
931|Strong Smiles Dental Care|3.0|Health|25.0|2012.0|471|Edgewater|MD
932|Clairvoyant|13.3|IT Services|190.0|2012.0|471|Chandler|AZ
933|Benchworks|36.9|Advertising & Marketing|73.0|1991.0|471|Chestertown|MD
934|G&G LED Lighting|2.8|Manufacturing|15.0|2010.0|470|Albany|NY
935|LifeHealth|4.0|Health|102.0|2002.0|469|Littleton|CO
936|ROI Healthcare Solutions|38.0|Health|41.0|1999.0|469|Atlanta|GA
937|Elixiter|4.2|Business Products & Services|39.0|2011.0|469|Bozeman|MT
938|The Rise To The Top|2.3|Education|3.0|2008.0|469|Olivette|MO
939|Caduceus Healthcare|34.1|Government Services|191.0|2008.0|467|Atlanta|GA
940|Q4Launch|2.7|Advertising & Marketing|40.0|2008.0|466|Mount Pleasant|SC
941|Chosen Foods|51.7|Food & Beverage|39.0|2010.0|466|San Diego|CA
942|Nearpod|3.5|Education|60.0|2012.0|465|Aventura|FL
943|Radley Staffing|10.9|Human Resources|400.0|2009.0|465|Stafford|TX
944|SonoSim|9.1|Education|38.0|2010.0|465|Santa Monica|CA
945|LicenseLogix|6.6|Business Products & Services|41.0|2011.0|464|White Plains|NY
946|Lumber One Services|23.1|Construction|9.0|2009.0|464|Phoenix|AZ
947|G-Squared Partners|2.5|Financial Services|17.0|2012.0|464|Fort Washington|PA
948|Jacaruso Enterprises|4.6|Travel & Hospitality|5.0|2008.0|464|Round Rock|TX
949|Onit|5.4|Software|55.0|2010.0|462|Houston|TX
950|Core Mechanical|2.4|Business Products & Services|28.0|2012.0|462|Oak Ridge North|TX
951|Stratus Solutions|12.4|IT Services|66.0|2008.0|462|Fulton|MD
952|AltaVista Strategic Partners|2.1|Advertising & Marketing|19.0|2011.0|462|Glen Burnie|MD
953|Zerelli Technologies|3.7|Manufacturing|4.0|2008.0|462|Park City|UT
954|Big Leap|5.1|Advertising & Marketing|38.0|2008.0|461|Lehi|UT
955|Search Solution Group|5.9|Human Resources|52.0|2002.0|461|Charlotte|NC
956|SoundWay|4.2|Government Services|62.0|2011.0|458|Silver Spring|MD
957|East Payment Solutions|2.4|Financial Services|25.0|2010.0|456|Rockville|MD
958|The Retail Outsource|20.1|Retail|1148.0|2000.0|455|Coral Gables|FL
959|Optomi|37.5|IT Services|350.0|2012.0|453|Roswell|GA
960|Techminds Group|4.6|IT Services|75.0|2007.0|453|Rochelle Park|NJ
961|Digital Media Solutions|98.5|Media||2012.0|452|Clearwater|FL
962|TopBox Solutions|2.4|IT Services|12.0|2010.0|452|San Antonio|TX
963|Akorbi|34.3|Business Products & Services|930.0|2003.0|450|Plano|TX
964|SYNERGEN Health|13.7|Health|337.0|2011.0|450|Dallas|TX
965|K. Parks Consulting|2.3|Education|20.0|2008.0|449|Melbourne|FL
966|Semihandmade|6.9|Consumer Products & Services|50.0|2012.0|448|Duarte|CA
967|Blue Sky Marketing|3.6|Advertising & Marketing|13.0|2010.0|448|Houston|TX
968|Radian Solutions|3.4|IT Services|7.0|1998.0|447|Sacramento|CA
969|Beneficial Blends dba Kelapo|8.5|Food & Beverage|25.0|2009.0|447|Tampa|FL
970|Career Start|15.3|Human Resources|2500.0|2007.0|446|Rochester|NY
971|ServRx|57.4|Health|55.0|2009.0|446|Scottsdale|AZ
972|Clearly promotions|3.3|Advertising & Marketing|1.0|2004.0|445|Layton|UT
973|Oasys|5.0|Government Services|26.0|2011.0|444|McLean|VA
974|PriceSpider|12.8|Software|71.0|2004.0|443|Irvine|CA
975|Saxbys|6.9|Food & Beverage|265.0|2005.0|442|Philadelphia|PA
976|Brillient|27.0|IT Services|246.0|2003.0|442|Reston|VA
977|Street Smart Transmission|3.4|Retail|12.0|2010.0|442|Tampa|FL
978|American Pillowcase|8.2|Retail|1.0|2006.0|441|Richmond|VA
979|zprepay|34.7|Financial Services|10.0|2009.0|441|Stafford|TX
980|Tadmore Transportation|2.9|Logistics & Transportation|4.0|2010.0|440|Toledo|OH
981|Mars Services|2.9|Construction|21.0|2011.0|440|Haltom City|TX
982|Creditsafe USA|12.8|Business Products & Services|120.0|2012.0|439|Allentown|PA
983|BisonOffice|24.7|Business Products & Services|1.0|2011.0|439|North Riverside|IL
984|JWB Real Estate Capital|56.7|Real Estate||2006.0|439|Jacksonville|FL
985|Logical Position|19.0|Advertising & Marketing||2010.0|439|Lake Oswego|OR
986|Daily Sale|13.0|Consumer Products & Services|60.0|2013.0|438|Pompano Beach|FL
987|Goldfish Swim School Franchising|4.6|Education|24.0|2006.0|438|Troy|MI
988|Appleton|34.8|Education|5066.0|2004.0|437|Huntsville|AL
989|Zelis Healthcare|253.4|Insurance|600.0|1985.0|436|Bedminster|NJ
990|Parking BOXX|2.6|Software|58.0|2011.0|436|Beaverton|OR
991|USTRP|16.5|Financial Services|125.0|2010.0|436|Kerrville|TX
992|Global Lending Services|93.6|Financial Services|210.0|2011.0|435|Greenville|SC
993|Eglentowicz Demoliiton & Enviromental Services|5.4|Environmental Services|20.0|2009.0|435|Kearny|NJ
994|Jornaya|10.0|Software|65.0|2009.0|435|Ambler|PA
995|Movable Ink|25.6|Advertising & Marketing|150.0|2010.0|434|New York City|NY
996|GroundTruth|163.4|Advertising & Marketing|450.0|2009.0|434|New York City|NY
997|InspiraFS|5.2|Financial Services|12.0|2008.0|432|Pittsburgh|PA
998|AM Staffing Group|3.8|Human Resources|16.0|2011.0|432|Elgin|IL
999|E-Volve Systems|3.2|Engineering|16.0|2010.0|432|Cincinnati|OH
1000|Proforma Durkee|3.7|Business Products & Services|11.0|2010.0|432|Huntersville|NC
1001|Q Link Wireless|102.8|Telecommunications|280.0|2011.0|432|Dania|FL
1002|Dobler Consulting Services|7.2|IT Services|55.0|2000.0|432|Tampa|FL
1003|Skinny Wimp Moving Co|2.5|Logistics & Transportation|75.0|2012.0|431|Camarillo|CA
1004|Fonteva|15.3|Software|87.0|2010.0|430|Arlington|VA
1005|Synartis Health|3.1|Health|25.0|2011.0|430|Marietta|GA
1006|Centriam|2.6|Business Products & Services|19.0|2012.0|430|Minneapolis|MN
1007|Potomac River Holdings|27.4|Retail|26.0|2011.0|430|Alexandria|VA
1008|Poppin|40.0|Business Products & Services|97.0|2012.0|430|New York City|NY
1009|Weisser Distributing|41.3|Business Products & Services|75.0|1978.0|429|Tea|SD
1010|Magoosh|9.6|Education|27.0|2009.0|429|Berkeley|CA
1011|Moore Solar / Heating / cooling|16.4|Construction|87.0|2007.0|429|Santa Rosa|CA
1012|CircusTrix|58.3|Consumer Products & Services|1350.0|2011.0|428|Mapleton|UT
1013|CHIROFUSION|4.0|Software|26.0|2012.0|428|Wilmington|DE
1014|SMP Pharmacy Solutions|118.7|Health|118.0|2003.0|428|Miami|FL
1015|Edifice Solutions|39.9|Government Services|88.0|2006.0|427|Beltsville|MD
1016|Wellness IQ|6.4|Health|22.0|2007.0|427|Independence|OH
1017|Pillar Properties|46.8|Real Estate|84.0|2012.0|427|Seattle|WA
1018|Sorenson Media|20.8|Software||1995.0|426|Draper|UT
1019|Time Doctor|2.0|IT Services|75.0|2012.0|425|Las Vegas|NV
1020|American Family Care|461.7|Health|1349.0|1982.0|425|Birmingham|AL
1021|Smartsheet|64.3|Software|434.0|2006.0|425|Bellevue|WA
1022|Symmetry Financial Group|18.0|Insurance|36.0|2009.0|423|Swannanoa|NC
1023|Unitas Global|22.1|IT Services|84.0|2011.0|421|Los Angeles|CA
1024|Atlas Research|40.6|Government Services|168.0|2008.0|421|Washington|DC
1025|Orion Technologies|5.5|Engineering|31.0|1990.0|421|Orlando|FL
1026|Bruno Air Conditioning|13.0|Construction|150.0|2012.0|419|Bonita Springs|FL
1027|Dash2 Group|3.7|Human Resources|30.0|2011.0|419|Salt Lake City|UT
1028|Synchrogistics|17.1|Logistics & Transportation|19.0|2010.0|419|Greensboro|NC
1029|VitaCare Pharma|5.4|Health|35.0|2012.0|419|South Plainfield|NJ
1030|Disability Planners|3.1|Insurance|32.0|2012.0|419|Midvale|UT
1031|Cx3 Ads|13.2|Advertising & Marketing|16.0|2011.0|417|Sarasota|FL
1032|OpDecision|2.1|Telecommunications|11.0|2007.0|415|Marlton|NJ
1033|Chameleon Integrated Services|39.4|IT Services|350.0|2003.0|415|St. Louis|MO
1034|V3 Transportation|17.1|Logistics & Transportation|44.0|2012.0|415|Seville|OH
1035|Hawkers Asian Street Fare|10.4|Food & Beverage|250.0|2011.0|412|Clermont|FL
1036|Orange Coast Pneumatics|16.6|Business Products & Services|36.0|2013.0|412|Yorba Linda|CA
1037|Email Aptitude|4.0|Advertising & Marketing|39.0|2010.0|412|San Rafael|CA
1038|NGA Group|10.2|IT Services|63.0|2003.0|412|North Brunswick|NJ
1039|Incedo|45.6|IT Services|1500.0|2011.0|411|Callifornia|CA
1040|REVA CONSULTING|5.5|IT Services|36.0|2008.0|411|Farmington|MI
1041|StackCommerce|32.6|Business Products & Services|56.0|2011.0|410|Venice|CA
1042|CRM Science|3.0|IT Services|17.0|2011.0|410|Devault|PA
1043|Clinical Management Consultants|6.5|Health|31.0|2010.0|409|San Francisco|CA
1044|General Materials|2.9|Business Products & Services|7.0|2010.0|409|Norcross|GA
1045|The Creative Momentum|2.3|Advertising & Marketing|17.0|2012.0|408|Roswell|GA
1046|Conversion Logix|5.1|Advertising & Marketing|16.0|2010.0|408|Bothell|WA
1047|Lazy Palms Productions|3.0|Advertising & Marketing|43.0|2003.0|407|Palm Coast|FL
1048|Klymit|10.6|Consumer Products & Services|17.0|2007.0|406|Centerville|UT
1049|Modernizing Medicine|87.5|Health|523.0|2010.0|405|Boca Raton|FL
1050|Atyeti|26.8|IT Services|40.0|2007.0|405|Princeton|NJ
1051|HyGen Pharmaceuticals|39.0|Health|30.0|1997.0|404|Redmond|WA
1052|Freedom Solar Power|21.3|Energy|75.0|2007.0|404|Austin|TX
1053|Fractl|5.1|Advertising & Marketing|75.0|2012.0|403|Delray Beach|FL
1054|FireFly Computers|32.5|Computer Hardware|30.0|2011.0|403|Saint Paul|MN
1055|Limbird Real Estate Group|3.5|Real Estate|10.0|2010.0|402|Rogers|AR
1056|The Moreira Organization|3.8|Business Products & Services|72.0|2000.0|402|Brooklyn|NY
1057|Philosophie Group|6.5|Business Products & Services|37.0|2008.0|401|Santa Monica|CA
1058|eSUB Construction Software|2.8|Software|40.0|2008.0|400|San Diego|CA
1059|Jane.com|110.3|Retail|96.0|2011.0|400|Lehi|UT
1060|Finix|7.0|Health|35.0|2000.0|399|Grand Rapids|MI
1061|Rick Cox Construction Company|23.8|Construction|25.0|1997.0|399|Harriman|TN
1062|Spray-Net|6.7|Construction|48.0|2010.0|398|Wilmington|DE
1063|Taino Consulting Group|4.9|Security|45.0|2009.0|398|Boston|MA
1064|British Swim School|2.4|Education|7.0|1981.0|397|Fort Lauderdale|FL
1065|Pinpoint Warehousing|8.0|Logistics & Transportation|77.0|2009.0|397|Charlotte|NC
1066|ATSI|11.7|Government Services|65.0|2011.0|396|Fredericksburg|VA
1067|Bluemar Promotions|8.2|Consumer Products & Services|10.0|2012.0|396|Exeter|NH
1068|Myrtle Group|17.2|Business Products & Services|60.0|2012.0|396|Houston|TX
