rank|name|revenue|industry|employees|founded|growth|city|state
343|MatterHackers|6.4|Consumer Products & Services|21.0|2010.0|1283|Foothill Ranch|CA
344|GLOBO|9.9|Business Products & Services|30.0|2009.0|1280|Wyncote|PA
345|Fulcrum Construction Group|33.2|Construction|25.0|2012.0|1276|Daphne|AL
346|The CERES Group|3.8|Human Resources|6.0|2013.0|1266|Boston|MA
347|Skull Shaver|2.8|Consumer Products & Services|10.0|2012.0|1262|Moorestown|NJ
348|CanSource|7.4|Food & Beverage|38.0|2012.0|1249|Longmont|CO
349|Fitness Holdings Northeast|15.3|Consumer Products & Services|650.0|2012.0|1247|Greenwich|CT
350|LA Solar Group|19.7|Energy|72.0|2012.0|1247|Van Nuys|CA
351|Power Digital Marketing|6.1|Advertising & Marketing||2012.0|1240|San Diego|CA
352|Warrior Media|3.9|Consumer Products & Services|11.0|2012.0|1240|Soquel|CA
353|eMotorWerks|3.9|Energy|40.0|2010.0|1239|San Carlos|CA
354|LinkedSelling|5.2|Advertising & Marketing|36.0|2010.0|1238|St. Louis|MO
355|J.W. Logistics|199.0|Logistics & Transportation|357.0|2011.0|1238|Frisco|TX
356|Organifi|16.3|Health|50.0|2011.0|1234|San Diego|CA
357|BarnAllen Technologies|20.0|IT Services|190.0|2009.0|1230|Rockville|MD
358|Alpha Connect|10.7|Business Products & Services|508.0|2013.0|1226|Phoenix|AZ
359|TripShock|4.2|Travel & Hospitality|12.0|2009.0|1223|Santa Rosa Beach|FL
360|Becker Wright Consultants|3.2|Human Resources|24.0|2003.0|1223|Austin|TX
361|nCino|26.1|Software|273.0|2012.0|1218|Wilmington|NC
362|NanaMacs Boutique|2.4|Retail|20.0|2012.0|1215|Coeur D'Alene|ID
363|Payline|7.2|Financial Services|37.0|2010.0|1215|Chicago|IL
364|BridgePoint Construction|11.3|Construction|37.0|2007.0|1211|Durham|NC
365|Repurpose|2.1|Consumer Products & Services|8.0|2011.0|1206|Los Angeles|CA
366|Honor Capital|10.5|Insurance|34.0|2011.0|1200|Sunrise|FL
367|CleanChoice Energy|57.9|Energy|43.0|2013.0|1196|Washington|DC
368|Shopper Approved|3.8|Software|10.0|2010.0|1192|Ogden|UT
369|Prime Time Healthcare|39.5|Health|600.0|2012.0|1184|Omaha|NE
370|TaskUs|79.7|Business Products & Services|7286.0|2008.0|1177|Santa Monica|CA
371|Aleph Objects|21.0|Computer Hardware|152.0|2011.0|1166|Loveland|CO
372|Vydia|2.3|Media|30.0|2013.0|1161|Holmdel|NJ
373|Tango Card|10.6|Software|57.0|2009.0|1161|Seattle|WA
374|Dynamo Technologies|6.4|IT Services|62.0|2012.0|1157|Tysons|VA
375|Revelry Labs|3.3|Software|25.0|2012.0|1156|New Orleans|LA
376|Mosaic451|16.4|Security|86.0|2011.0|1149|Phoenix|AZ
377|Paul Ryan Windows|6.9|Construction|13.0|2011.0|1145|Porter|TX
378|Center for Social Dynamics|11.1|Health|275.0|2012.0|1143|Oakland|CA
379|YouSeeU|2.4|Education|17.0|2009.0|1135|Loveland|CO
380|Fluent Edgeworks|16.2|IT Services|8.0|2010.0|1134|San Francisco|CA
381|R2C SUPPORT SERVICES|2.3|Government Services|16.0|2011.0|1130|Huntsville|AL
382|Bennett Aerospace|13.1|Government Services|143.0|2008.0|1129|Cary|NC
383|Delta Exteriors|8.1|Construction|15.0|2012.0|1125|Saint Louis|MO
384|Kopis Mobile|2.1|Computer Hardware|12.0|2013.0|1122|Flowood|MS
385|Spindrift|22.3|Food & Beverage|27.0|2010.0|1119|Waltham|MA
386|Spear|18.5|Government Services|113.0|2012.0|1117|Herndon|VA
387|Technical Assurance|38.4|Business Products & Services|59.0|1993.0|1115|Willoughby|OH
388|Hawkins Point Partners|8.2|IT Services|46.0|2012.0|1112|North Chelmsford|MA
389|EnterpriseCC|2.4|Telecommunications|22.0|1999.0|1111|Jersey City|NJ
390|Brandlive|2.3|Software|26.0|2012.0|1109|Portland|OR
391|Black Tie Moving|4.4|Logistics & Transportation|97.0|2013.0|1109|Carrollton|TX
392|PropLogix|7.3|Real Estate|47.0|2010.0|1108|Sarasota|FL
393|Aspirent Consulting|9.1|IT Services|53.0|2012.0|1107|Atlanta|GA
394|Skyway Capital Markets|7.8|Financial Services|12.0|2002.0|1104|Tampa|FL
395|540.co|4.5|Government Services|19.0|2013.0|1104|Arlington|VA
396|White Bottle|3.6|Health|40.0|2009.0|1103|Irvine|CA
397|Sun Solar|24.5|Energy|120.0|2012.0|1100|Springfield|MO
398|Oxford Road|7.5|Advertising & Marketing|40.0|2013.0|1098|Los Angeles|CA
399|SupplyKick|6.8|Retail|10.0|2013.0|1098|Indianapolis|IN
400|BiggerPockets|6.9|Real Estate|21.0|2004.0|1095|Denver|CO
401|Apto|3.6|Software|75.0|2012.0|1094|Denver|CO
402|Five Lakes Professional Services|2.2|Business Products & Services|30.0|2010.0|1088|Mayfield Heights|OH
403|Eff Creative Group|3.0|Advertising & Marketing|11.0|2013.0|1085|New York City|NY
404|Blossom Ridge Home Health & Hospice|8.4|Health|93.0|2011.0|1083|Sacramento|CA
405|Bear Down Consulting|34.4|Retail|12.0|2010.0|1080|Santa Ana|CA
406|Texan Allergy and Sinus Center|13.2|Health|122.0|2013.0|1076|Austin|TX
407|Off The Hook Yacht Sales|34.6|Retail|20.0|2012.0|1069|Wilmington|NC
408|Tophatter|53.9|Consumer Products & Services|75.0|2011.0|1068|Palo Alto|CA
409|Tallgrass Freight Co|4.7|Logistics & Transportation|17.0|2012.0|1066|Shawnee|KS
410|Tout|10.2|Media|30.0|2012.0|1063|San Francisco|CA
411|One Stop Equine Shop|17.5|Retail|20.0|2007.0|1061|Glenview|IL
412|Excel Group|57.3|Real Estate|6.0|2011.0|1060|Arlington|VA
413|VRC Metal Systems|4.5|Manufacturing|39.0|2013.0|1060|Rapid City|SD
414|Waiakea|2.9|Food & Beverage|20.0|2012.0|1059|Culver City|CA
415|Buzz Franchise Brands|12.8|Consumer Products & Services||2012.0|1058|Virginia Beach|VA
416|gosite.com|2.1|Software|30.0|2013.0|1056|San Diego|CA
417|Prospect Equities|4.1|Real Estate|200.0|2000.0|1053|Chicago|IL
418|Sunkiko|43.9|Business Products & Services|3.0|2009.0|1046|Travelers Rest|SC
419|Sophus IT Solutions|6.9|IT Services|54.0|2010.0|1046|issaquah|WA
420|Ledge Lounger|4.2|Consumer Products & Services|11.0|2011.0|1045|Brookshire|TX
421|Midwest Corporate Credit|5.3|Financial Services|25.0|2011.0|1045|Oakbrook Terrace|IL
422|Core and More Technologies|2.3|Advertising & Marketing|15.0|2009.0|1041|Asbury Park|NJ
423|B & D Consulting|11.5|IT Services|50.0|2004.0|1041|Hagerstown|MD
424|Pierry|14.6|Advertising & Marketing|100.0|2008.0|1040|Redwood City|CA
425|National Contract Flooring|10.1|Construction|26.0|2013.0|1035|Memphis|TN
426|Biotrans|12.0|Logistics & Transportation|102.0|2010.0|1034|West Bridgewater|MA
427|eAssist Dental Solutions|7.1|Health|25.0|2011.0|1031|Syracuse|UT
428|adventur.es|73.6|Financial Services|380.0|2007.0|1025|Columbia|MO
429|StaffingHQ|3.7|IT Services|14.0|2011.0|1023|Allen|TX
430|Rigor|2.7|IT Services|35.0|2010.0|1021|Atlanta|GA
431|Einstein PEO|20.8|Human Resources|12.0|2007.0|1019|Duluth|GA
432|SmartyPants Vitamins|23.6|Health|41.0|2010.0|1017|Marina del Rey|CA
433|ReliaTrain|2.1|Engineering|2.0|2009.0|1016|Bloomfield Hills|MI
434|Altura Engineering & Design|3.1|Engineering|25.0|2013.0|1015|Amarillo|TX
435|Mystery Tackle Box|9.7|Consumer Products & Services|22.0|2012.0|1013|Chicago|IL
436|Ivelocity Marketing|2.9|Advertising & Marketing|11.0|2012.0|1011|Denver|CO
437|Axis Global Enterprises|7.5|Construction|30.0|2009.0|1009|Virginia Beach|VA
438|Hindsight Software Solutions|3.0|IT Services|46.0|2013.0|1009|Frisco|TX
439|Virginia Home Care Services|2.8|Health|90.0|2012.0|1003|Vienna|VA
440|NextGen Federal Systems|8.5|IT Services|65.0|2011.0|999|Morgantown|WV
441|SPRUCE INFOTECH|2.1|IT Services|9.0|2011.0|996|Exton|PA
442|Penrod|5.0|Software|42.0|2012.0|990|Milwaukee|WI
443|Ecolibrium Solar|27.2|Energy|10.0|2011.0|989|Athens|OH
444|Course|8.5|Consumer Products & Services|2.0|2013.0|989|Chanhassen|MN
445|Arcus Lending|2.2|Financial Services|6.0|2008.0|988|San Jose|CA
446|e-TeleQuote Insurance|18.6|Insurance|162.0|2011.0|985|Clearwater|FL
447|Scotty Gear Retail|2.4|Retail|7.0|2012.0|985|Rolling Meadows|IL
448|AKESOgen|6.0|Health|22.0|2010.0|980|Norcrorss|GA
449|Kabbage|171.8|Financial Services|325.0|2009.0|979|Atlanta|GA
450|Exegistics|7.8|Logistics & Transportation|115.0|2008.0|978|Franklin Park|IL
451|Xpro|12.3|Construction|32.0|2012.0|975|Smyrna|TN
452|ANEXIO|14.2|IT Services|30.0|1996.0|973|Raleigh|NC
453|Ecochlor|8.9|Manufacturing|25.0|2001.0|972|Maynard|MA
454|California Energy Solutions|3.1|Construction|24.0|1991.0|966|Hawaiian Gardens|CA
455|Crosslin Technologies|2.2|IT Services|17.0|2011.0|964|Nashville|TN
456|Recleim|8.2|Environmental Services|111.0|2012.0|963|Atlanta|GA
457|RPM|49.4|Logistics & Transportation||2010.0|963|Royal Oak|MI
458|Mission Driven Research|2.2|Government Services|20.0|2012.0|962|Huntsville|AL
459|IRIS - Intelligent Retinal Imaging Systems|5.0|Health|19.0|2012.0|955|Pensacola|FL
460|Host Healthcare|26.9|Health|294.0|2012.0|955|La Jolla|CA
461|Reliance Partners|3.4|Insurance||2009.0|954|Chattanooga|TN
462|The Ask Method Company|5.5|Education|35.0|2009.0|951|Georgetown|TX
463|FiveStars|19.6|Business Products & Services|320.0|2011.0|951|San Francisco|CA
464|GQR Global Markets|13.0|Human Resources|70.0|2009.0|949|New York City|NY
465|JHDS Structural Steel Fabricators|7.8|Construction|15.0|2004.0|949|Lincoln Park|NJ
466|Trbhi|2.9|IT Services|5.0|2012.0|948|Rochester|MN
467|Omnibuild|273.1|Construction|136.0|2009.0|947|New York City|NY
468|Franklin Media|2.7|Retail|12.0|2012.0|947|Irving|TX
469|VetInternetCo.com|12.9|Retail|12.0|2009.0|946|Union Grove|AL
470|Alfreds Away|25.2|Travel & Hospitality|72.0|2011.0|945|Spokane|WA
471|ERP GLOBAL|3.4|IT Services|48.0|2011.0|943|Troy|MI
472|SoapBox|3.0|Consumer Products & Services|9.0|2010.0|942|Washington|DC
473|Superior Labs|6.1|Health|4.0|2012.0|940|San Diego|CA
474|Knot Standard|8.3|Retail|58.0|2010.0|940|New York City|NY
475|Quimbee|2.6|Education|8.0|2009.0|937|Charlotte|NC
476|TBX|2.6|Human Resources|23.0|2012.0|936|Dallas|TX
477|ReVamp Electronics|19.3|Business Products & Services|36.0|2007.0|935|Chicago|IL
478|Kaliber Global|26.3|Retail|5.0|2012.0|934|Bellevue|WA
479|The White Magnolia Bridal Collection|3.1|Retail|15.0|2010.0|931|Jacksonville|FL
480|Accumatch Property Tax Intelligence|2.2|Financial Services|32.0|2002.0|930|Dallas|TX
481|BahFed|32.3|Government Services|11.0|2011.0|929|Portland|OR
482|MacStadium|9.5|IT Services|27.0|2011.0|929|Atlanta|GA
483|LiveHelpNow|2.9|Software|12.0|2003.0|925|Bethlem|PA
484|Source Ortho|4.9|Health|6.0|2012.0|925|Mount Pleasant|SC
485|Capital Square 1031|42.7|Real Estate|18.0|2012.0|925|Glen Allen|VA
486|PB&J Labs|5.2|Business Products & Services|7.0|2013.0|919|Addison|TX
487|Grove Street Investment|4.8|Financial Services|7.0|2004.0|918|New York City|NY
488|Rigado|7.3|Computer Hardware|43.0|2010.0|914|Salem|OR
489|PadSquad|10.6|Advertising & Marketing|32.0|2012.0|913|New York City|NY
490|CCR Roofing|8.2|Construction|30.0|2010.0|912|Austin|TX
491|ClearSource|8.2|Business Products & Services|259.0|2008.0|912|Sandy|UT
492|CallRail|11.8|Software|78.0|2011.0|905|Atlanta|GA
493|Reduce|25.2|Consumer Products & Services|11.0|2006.0|903|Atlanta|GA
494|Pixability|20.1|Advertising & Marketing|79.0|2008.0|902|Boston|MA
495|Nuvitek|3.1|IT Services|16.0|2012.0|897|Tysons|VA
496|iGotOffer|2.9|Consumer Products & Services|3.0|2010.0|895|Staten Island|NY
497|Revision|8.2|Construction|12.0|2010.0|894|Wayzata|MN
498|Taldepot.com|24.6|Retail|78.0|2012.0|894|Cedarhurst|NY
499|Shockoe|2.8|Software|36.0|2010.0|891|RIchmond|VA
500|TalTeam|6.0|IT Services|66.0|2011.0|889|Herndon|VA
501|Visum Development Group|2.1|Real Estate|16.0|2013.0|888|Ithaca|NY
502|Open Systems Technologies|8.6|IT Services|94.0|1996.0|885|Gainesville|VA
503|Humm Kombucha|7.7|Food & Beverage|56.0|2009.0|884|Bend|OR
504|Wodify Technologies|8.1|Software|55.0|2012.0|882|Cherry Hill|NJ
505|Nextlink Internet|10.1|Telecommunications|85.0|2012.0|882|Weatherford|TX
506|Renovo Financial|15.3|Financial Services|32.0|2011.0|879|Chicago|IL
507|Claudio Enterprises|2.1|Financial Services|14.0|2012.0|879|Morgantown|WV
508|Ecosystem Planning and Restoration|4.8|Environmental Services|22.0|2012.0|877|Tomball|TX
509|Signature Analytics|6.2|Financial Services|48.0|2008.0|877|San Diego|CA
510|HJR Global|6.2|Education|400.0|2012.0|874|Mesa|AZ
511|GoToMyApartment|4.6|Advertising & Marketing|26.0|2011.0|871|Los Angeles|CA
512|Mediakix|6.9|Advertising & Marketing|13.0|2011.0|869|Santa Monica|CA
513|Contactually|4.8|Software|60.0|2011.0|868|Washington|DC
514|Blue Dog Business Services|2.0|Business Products & Services|32.0|2010.0|868|Vero Beach|FL
515|Capital Wealth Advisors|2.6|Financial Services|37.0|2004.0|863|Naples|FL
516|Tredence|6.9|Business Products & Services|220.0|2012.0|862|San Jose|CA
517|SkuVault|3.4|Software|46.0|2011.0|861|Louisville|KY
518|Brydge|5.2|Computer Hardware|15.0|2012.0|861|Park City|UT
519|Rescue The Behavior Change Agency|72.8|Advertising & Marketing|147.0|2005.0|861|San Diego|CA
520|Nulo|20.4|Food & Beverage|30.0|2010.0|854|Austin|TX
521|Payscout|24.2|Financial Services|46.0|2011.0|853|Sherman Oaks|CA
522|Monterey Construction|2.5|Construction|5.0|2013.0|850|Norman|OK
523|Peachtree Restorations|5.1|Construction|18.0|2013.0|848|Norcross|GA
524|Youtech & Associates|2.0|Advertising & Marketing|28.0|2012.0|847|Naperville|IL
525|TickPick|49.7|Consumer Products & Services|14.0|2011.0|846|New York City|NY
526|Cincinnati Asphalt|5.8|Construction|40.0|2011.0|845|Harrison|OH
527|Synthio (formerly Social123)|5.2|Software|50.0|2011.0|843|Atlanta|GA
528|Marijuana Business Daily|10.1|Media|25.0|2011.0|843|Denver|CO
529|ArcSource Group|8.5|IT Services|47.0|2008.0|842|Columbia|MD
530|Clearhead|6.9|Business Products & Services|56.0|2012.0|842|Austin|TX
531|JBR Solutions|3.0|Human Resources|30.0|2002.0|842|Chantilly|VA
532|stable kernel|2.8|Software|19.0|2013.0|841|Atlanta|GA
533|Allied Wallet USA|146.8|Financial Services|181.0|2005.0|841|West Hollywood|CA
534|Cira InfoTech|5.2|IT Services|46.0|2005.0|840|Alpharetta|GA
535|Your Green Contractor|6.8|Construction|33.0|2011.0|839|Englewood|CO
536|Science of Skill|2.0|Consumer Products & Services|2.0|2012.0|837|Sheridan|WY
537|JP Ecommerce|3.6|Retail|8.0|2008.0|836|Blaine|MN
538|Blue Label Labs|2.1|Software|36.0|2011.0|835|New York City|NY
539|Mycotoo|2.8|Media|35.0|2011.0|835|Pasadena|CA
540|Escalon Services|9.7|Business Products & Services|192.0|2006.0|834|Palo Alto|CA
541|Auric Solar|44.1|Energy|222.0|2010.0|834|WEST VALLEY CITY|UT
542|Pinnacle Group|1890.1|Human Resources|1268.0|1996.0|832|Dallas|TX
543|GetVoIP|4.7|IT Services|13.0|2012.0|832|Great Neck|NY
544|Primal Health|33.9|Health|52.0|2012.0|829|Allen|TX
545|Pro-Sphere Tek|55.6|Government Services|249.0|2006.0|828|Alexandria|VA
546|Cirrus Insight|9.6|Software|65.0|2011.0|825|Irvine|CA
547|jBloom|3.5|Retail|19.0|2013.0|824|Saint Peters|MO
548|Velocity Advisory Group|2.6|Business Products & Services|8.0|2012.0|823|Ocala|FL
549|Teeming Vacation Rentals|7.4|Travel & Hospitality|22.0|2013.0|822|Winter Park|FL
550|Navigate Power|3.9|Energy|45.0|2012.0|821|Chicago|IL
551|Land Gorilla|8.0|Software|70.0|2010.0|821|San Luis Obispo|CA
552|VertaMedia|43.1|Advertising & Marketing|120.0|2008.0|820|New York City|NY
553|Riz Media|2.7|Advertising & Marketing|6.0|2008.0|812|Davenport|FL
554|Prime Meridian Capital Management|2.4|Financial Services|9.0|2012.0|810|Walnut Creek|CA
555|B'more Organic|2.0|Food & Beverage|6.0|2011.0|810|Baltimore|MD
556|Dizzion|3.8|IT Services|35.0|2011.0|808|Denver|CO
557|Biena Foods|2.1|Food & Beverage|10.0|2012.0|807|Boston|MA
558|Southern Designs|3.8|Consumer Products & Services|34.0|2008.0|807|Vidalia|LA
559|ZippyPaws|5.0|Consumer Products & Services|11.0|2011.0|806|Chino|CA
560|Pacific Gold Marketing|9.4|Construction|65.0|2012.0|805|Fresno|CA
561|Chandlee and Sons Construction|6.8|Construction|29.0|2006.0|805|Alpharetta|GA
562|ConsumerAffairs|19.1|Media|218.0|1998.0|803|Tulsa|OK
563|Intelligent Video Solutions|3.4|Software|8.0|2013.0|798|Pewaukee|WI
564|DirectViz Solutions|18.8|IT Services|172.0|2012.0|798|Chantilly|VA
565|Touch of Modern|118.8|Consumer Products & Services|142.0|2012.0|795|San Francisco|CA
566|Elevated|2.6|Business Products & Services|39.0|2013.0|794|Washington|DC
567|MacroPoint|11.3|Logistics & Transportation|35.0|2011.0|793|Independence|OH
568|Vantage Point|45.1|Computer Hardware|42.0|2006.0|793|Kenosha|WI
569|Bluetree Network|45.9|Health|175.0|2012.0|793|Madison|WI
570|SlideBelts|6.2|Retail|30.0|2007.0|792|El Dorado Hills|CA
571|Shadow Trackers|2.3|Business Products & Services|20.0|1992.0|792|Meridian|ID
572|Grand River Aseptic Manufacturing|19.1|Health|110.0|2011.0|791|Grand Rapids|MI
573|Under Canvas|8.6|Travel & Hospitality|150.0|2009.0|791|Belgrade|MT
574|Forcura|2.2|Software|17.0|2012.0|790|Jacksonville|FL
575|Advice Media|10.1|Advertising & Marketing|67.0|2008.0|787|Park City|UT
576|Buildout|3.3|Software|35.0|2010.0|787|Chicago|IL
577|Fizziology|4.6|Advertising & Marketing||2009.0|785|Indianapolis|IN
578|Syntelligent Analytic Solutions|3.4|Government Services|72.0|2010.0|782|Falls Church|VA
579|Provata Health|3.2|Health|22.0|2013.0|781|Portland|OR
580|Cloacina|5.3|Environmental Services|25.0|2008.0|781|Arroyo Grande|CA
581|JFrog|24.0|Software|190.0|2008.0|779|Sunnyvale|CA
582|OutboundEngine|18.1|Software|285.0|2012.0|777|Austin|TX
583|BrandXads|6.6|Advertising & Marketing|11.0|2005.0|777|saratoga springs|NY
584|RevUnit|4.3|Business Products & Services|33.0|2012.0|775|Bentonville|AR
585|BlueWave Solar|25.0|Energy|41.0|2012.0|773|Boston|MA
586|JP and Associates REALTORS|3.2|Real Estate|580.0|2011.0|773|Frisco|TX
587|The K Company Realty|15.9|Real Estate|8.0|2009.0|770|Pompano Beach|FL
588|VOR Technology|6.8|Government Services|70.0|2012.0|767|Hanover|MD
589|Anaplan|120.4|Business Products & Services|620.0|2011.0|766|San Francisco|CA
590|Tailstorm Health|19.1|Health|15.0|2004.0|766|Phoenix|AZ
591|The ExecRanks|11.6|Business Products & Services|113.0|2012.0|765|Novato|CA
592|Keypixel Software Solutions|6.7|IT Services|93.0|2008.0|761|Parlin|NJ
593|Hardcore Fitness Boot Camp|3.1|Health|20.0|2012.0|760|Santa Clarita|CA
594|Integrity Locums|28.7|Health|41.0|2012.0|760|Englewood|CO
595|Ripple Effect Communications|7.3|Government Services|56.0|2003.0|760|Rockville|MD
596|Procore Technologies|55.6|Software|931.0|2003.0|758|Carpinteria|CA
597|Outcome Health|129.1|Health|520.0|2006.0|755|Chicago|IL
598|NextAfter|3.8|Advertising & Marketing|8.0|2009.0|753|Frisco|TX
599|Darn Good Yarn|3.7|Retail|8.0|2008.0|753|Schenectady|NY
600|www.therealalliance.com|3.6|Education|14.0|2011.0|752|Dallas|TX
601|Black Book Research|4.3|Health|22.0|2010.0|750|Palm Harbor|FL
602|PC Payroll|2.1|Human Resources||2011.0|749|Chester|NY
603|Sports 1 Marketing|8.3|Advertising & Marketing|23.0|2010.0|749|Irvine|CA
604|GeoLinks|8.8|Telecommunications|39.0|2011.0|748|Camarillo|CA
605|Proto Construction Management|4.9|Construction|24.0|2001.0|747|Lancaster|PA
606|Maximum Games|35.9|Consumer Products & Services|50.0|2009.0|746|Walnut Creek|CA
607|iMerchant Direct|2.1|Financial Services|21.0|2009.0|745|Orlando|FL
608|Spangler Restoration|16.8|Construction|90.0|2009.0|745|Indian Trail|NC
609|MSB Analytics|9.8|Government Services|56.0|2006.0|744|Huntsville|AL
610|Koupon Media|5.1|Retail|30.0|2011.0|742|Addison|TX
611|Definitive Healthcare|25.4|Software|133.0|2008.0|741|Natick|MA
612|Karna|25.8|Government Services|202.0|2008.0|739|Atlanta|GA
613|Keyser Ventures|8.1|Consumer Products & Services|8.0|2013.0|737|Edmond|OK
614|Archrival|24.0|Advertising & Marketing|50.0|2000.0|737|Lincoln|NE
615|Southern Proper Hospitality|43.1|Food & Beverage|350.0|2005.0|735|Atlanta|GA
616|SSi|10.6|Human Resources|110.0|1983.0|732|Atlanta|GA
617|Culver Equipment|13.3|Business Products & Services|42.0|1997.0|732|Gilbert|AZ
618|Shaw + Scott|8.7|Advertising & Marketing|67.0|2009.0|730|Seattle|WA
619|The Hilb Group|84.8|Insurance|520.0|2009.0|729|Richmond|VA
620|Surface Media|5.1|Media|29.0|1993.0|728|New York City|NY
621|Whiplash Merchandising|9.1|Business Products & Services|94.0|2009.0|727|Oakland|CA
622|American Insurance Organization|26.6|Insurance|33.0|2005.0|727|Nazareth|PA
623|GreenZone Solutions|4.7|Business Products & Services|40.0|2010.0|723|Arlington|VA
624|Health Carousel|127.6|Health|238.0|2004.0|721|Cincinnati|OH
625|Cappello's Grain Free|3.1|Food & Beverage|24.0|2011.0|721|Denver|CO
626|Prolific Interactive|15.5|Advertising & Marketing|100.0|2009.0|720|Brooklyn|NY
627|HealthSparq|26.5|Health|210.0|2012.0|720|Portland|OR
628|ICONA Resorts|12.4|Travel & Hospitality|450.0|2006.0|720|Wildwood Crest|NJ
629|CallTrackingMetrics|8.0|Software|16.0|2012.0|716|severna park|MD
630|KnowledgeBank|8.9|Human Resources|46.0|2003.0|715|Ashburn|VA
631|RealEstateInvestor.com|2.6|Real Estate|12.0|2007.0|715|Danville|CA
632|Club OS|3.7|Software|50.0|2011.0|714|Philadelphia|PA
633|Evoke Brand Strategies|3.2|Advertising & Marketing|35.0|2009.0|714|Madison|WI
634|Lighter Capital|6.4|Financial Services|36.0|2010.0|712|Seattle|WA
635|Makeup Geek|20.3|Consumer Products & Services|38.0|2008.0|712|Jackson|MI
636|Gamma Labs|14.3|Health|34.0|2004.0|711|West Babylon|NY
637|ADAPTURE|29.1|IT Services|29.0|2013.0|711|Atlanta|GA
638|ArterisIP|17.4|Computer Hardware|69.0|2013.0|710|Campbell|CA
639|Aegis Strategies|7.6|Logistics & Transportation|80.0|2010.0|710|Scott AFB|IL
640|Enterprise Horizon Consulting Group|10.2|IT Services|41.0|2005.0|709|San Francisco|CA
